id,game,code,name,aka,faction,domain,kind,tech,role,description,hp,cost_metal,cost_energy,build_time,speed,weapons,image
bar-armjuno,bar,armjuno,Juno,Anti Radar / Jammer / Minefield / ScoutSpam Weapon,arm,structure,Anti Radar / Jammer / Minefield / ScoutSpam Weapon,1,other,Anti Radar / Jammer / Minefield / ScoutSpam Weapon,2350,640,17000,21800,,Anti radar/minefield/jammer magnetic impulse rocket,img/bar/armjuno.png
bar-legperdition,bar,legperdition,Perdition,Long Range Napalm Launcher,legion,structure,Long Range Napalm Launcher,2,other,Long Range Napalm Launcher,4000,1250,15000,62000,,Long-Range Tactical Hellfire Napalm Shell,img/bar/legperdition.png
bar-legdrag,bar,legdrag,Dragon's Teeth,Fortification,legion,structure,Fortification,1,wall,Fortification,2800,8,0,255,,,img/bar/legdrag.png
bar-armbanth,bar,armbanth,Titan,Assault Mech,arm,land,Assault Mech,3,experimental,Assault Mech,69000,13500,286000,360000,45.6,BanthStep | High-energy long-range g2g/g2a lazor of DEEEEEEWWWWWWMMMMMM | Close-quarters impulsion blaster | Heavy g2g/g2a guided starburst missile launcher,img/bar/armbanth.png
bar-corbuzz,bar,corbuzz,Calamity,Rapid-Fire Long-Range Plasma Cannon,core,structure,Rapid-Fire Long-Range Plasma Cannon,2,experimental,Rapid-Fire Long-Range Plasma Cannon,33500,68000,800000,1400000,,Rapid-fire long-range plasma cannon,img/bar/corbuzz.png
bar-legmohocon,bar,legmohocon,Advanced Metal Fortifier,Advanced Metal Extractor and Construction Turret,legion,other,Advanced Metal Extractor and Construction Turret,2,other,Advanced Metal Extractor and Construction Turret,3900,1060,14500,19400,,,img/bar/legmohocon.png
bar-armmark,bar,armmark,Compass,Radar Bot,arm,land,Radar Bot,2,t1_radar,Radar Bot,355,100,1250,5000,40.5,,img/bar/armmark.png
bar-armhlt,bar,armhlt,Overwatch,Area Control Laser Tower,arm,structure,Area Control Laser Tower,1,t1_pd,Area Control Laser Tower,2600,440,4700,11300,,Heavy g2g high energy laser,img/bar/armhlt.png
bar-cormoho,bar,cormoho,Advanced Metal Extractor,Advanced Metal Extractor / Storage,core,structure,Advanced Metal Extractor / Storage,2,t2_mex,Advanced Metal Extractor / Storage,3900,640,8100,14100,,,img/bar/cormoho.png
bar-corcut,bar,corcut,Cutlass,Seaplane Gunship,core,air,Seaplane Gunship,1,t2_gunship,Seaplane Gunship,1010,230,5400,11500,152.39999,RiotCannon,img/bar/corcut.png
bar-legfort,bar,legfort,Tyrannus,Flying Kinetic Multi-Weapon Fortress,legion,air,Flying Kinetic Multi-Weapon Fortress,2,other,Flying Kinetic Multi-Weapon Fortress,16700,5600,79000,119750,93.0,PlasmaCannon | Burst-fire Machine Gun | Advanced d2a rapid missile launcher,img/bar/legfort.png
bar-corcrash,bar,corcrash,Trasher,Amphibious Anti-air Bot,core,land,Amphibious Anti-air Bot,1,t1_aa,Amphibious Anti-air Bot,640,125,1100,1900,53.49,Missiles | Missiles,img/bar/corcrash.png
bar-armmakr,bar,armmakr,Energy Converter,Converts 70 energy into 1 metal per sec,arm,structure,Converts 70 energy into 1 metal per sec,1,t1_fab,Converts 70 energy into 1 metal per sec,167,1,1150,2600,,,img/bar/armmakr.png
bar-armtide,bar,armtide,Tidal Generator,Produces Energy (depends on map),arm,structure,Produces Energy (depends on map),1,t1_energy,Produces Energy (depends on map),400,90,200,2190,,,img/bar/armtide.png
bar-armflak,bar,armflak,Arbalest,Anti-Air Flak Gun,arm,structure,Anti-Air Flak Gun,2,t2_flak,Anti-Air Flak Gun,1750,820,13000,19000,,Heavy g2a flak cannon,img/bar/armflak.png
bar-coraak,bar,coraak,Manticore,Heavy Amphibious Anti-Air Bot,core,land,Heavy Amphibious Anti-Air Bot,2,t2_flak,Heavy Amphibious Anti-Air Bot,3200,650,6200,11000,34.5,Missiles | Heavy g2a flak cannon,img/bar/coraak.png
bar-corpun,bar,corpun,Agitator,Area Control Plasma Artillery,core,structure,Area Control Plasma Artillery,1,t2_arty,Area Control Plasma Artillery,3250,1300,13500,17400,,Long-range g2g plasma cannon | Long-range g2g plasma cannon | Long-range g2g plasma cannon,img/bar/corpun.png
bar-armjeth,bar,armjeth,Crossbow,Amphibious Anti-air Bot,arm,land,Amphibious Anti-air Bot,1,t1_aa,Amphibious Anti-air Bot,630,125,1100,1830,56.25,Light g2a missile launcher | Missiles,img/bar/armjeth.png
bar-armuwmme,bar,armuwmme,Naval Advanced Metal Extractor,Advanced Metal Extractor / Storage,arm,structure,Advanced Metal Extractor / Storage,2,t2_mex,Advanced Metal Extractor / Storage,2800,620,7700,14900,,,img/bar/armuwmme.png
bar-legamcluster,bar,legamcluster,Cleaver,Mobile Cluster Artillery Vehicle,legion,land,Mobile Cluster Artillery Vehicle,2,t1_arty,Mobile Cluster Artillery Vehicle,1250,460,5500,10450,44,Cluster Munitions | Long-range g2g plasma cannon,img/bar/legamcluster.png
bar-armhawk,bar,armhawk,Highwind,Stealth Fighter,arm,air,Stealth Fighter,2,t2_fighter,Stealth Fighter,370,140,5700,10500,358.79999,High velocity a2a missile launcher,img/bar/armhawk.png
bar-armbrtha,bar,armbrtha,Basilica,Long Range Plasma Cannon,arm,structure,Long Range Plasma Cannon,2,t3_arty_static,Long Range Plasma Cannon,4450,4500,64000,85000,,Long-range plasma cannon,img/bar/armbrtha.png
bar-armcrus,bar,armcrus,Paladin,Cruiser,arm,navy,Cruiser,2,t2_cruiser,Cruiser,5600,1000,12000,23000,60,Medium depthcharge launcher | Light close-quarters g2g laser | Long-range g2g gauss cannon,img/bar/armcrus.png
bar-armfmkr,bar,armfmkr,Naval Energy Converter,Converts 70 energy into 1 metal per sec,arm,structure,Converts 70 energy into 1 metal per sec,1,t1_fab,Converts 70 energy into 1 metal per sec,167,1,1150,2600,,,img/bar/armfmkr.png
bar-leganavaldefturret,bar,leganavaldefturret,Ionia,Hybrid Anti-Ship Machine Gun/Shotgun Turret,legion,other,Hybrid Anti-Ship Machine Gun/Shotgun Turret,2,other,Hybrid Anti-Ship Machine Gun/Shotgun Turret,6300,1250,16500,24000,,Dual Rotary Heavy-Calibre Machine Guns | Dual Heavy Assault Kinetic Shotgun,img/bar/leganavaldefturret.png
bar-armack,bar,armack,Advanced Construction Bot,Tech 2 Constructor,arm,land,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,930,430,6900,12500,33,,img/bar/armack.png
bar-armpincer,bar,armpincer,Pincer,Light Amphibious Tank,arm,land,Light Amphibious Tank,1,t1_tank,Light Amphibious Tank,1340,200,2000,2610,63,Light close-quarters plasma cannon,img/bar/armpincer.png
bar-armbull,bar,armbull,Bull,Heavy Assault Tank,arm,land,Heavy Assault Tank,2,t2_tank,Heavy Assault Tank,4650,950,13000,23000,62,Heavy g2g plasma cannon,img/bar/armbull.png
bar-armllt,bar,armllt,Sentry,Light Laser Tower,arm,structure,Light Laser Tower,1,t1_pd,Light Laser Tower,620,85,680,2400,,Light g2g laser turret,img/bar/armllt.png
bar-leglht,bar,leglht,Pharos,Light Heat Ray Tower,legion,structure,Light Heat Ray Tower,1,other,Light Heat Ray Tower,550,70,550,2200,,Light g2g Heat Ray,img/bar/leglht.png
bar-armamsub,bar,armamsub,Amphibious Complex,Produces Amphibious / Underwater Units,arm,structure,Produces Amphibious / Underwater Units,1,t1_factory_land,Produces Amphibious / Underwater Units,2650,1200,5500,11100,,,img/bar/armamsub.png
bar-legwin,bar,legwin,Wind Turbine,Produces Energy. Depends on wind strength.,legion,structure,Produces Energy. Depends on wind strength.,1,t1_energy,Produces Energy. Depends on wind strength.,230,45,175,1680,,,img/bar/legwin.png
bar-armcv,bar,armcv,Construction Vehicle,Tech 1 Constructor,arm,land,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,1380,135,1950,4050,54,,img/bar/armcv.png
bar-legnavyartyship,bar,legnavyartyship,Octeres,Long-Range Cluster Artillery Vessel,legion,navy,Long-Range Cluster Artillery Vessel,1,other,Long-Range Cluster Artillery Vessel,4500,1450,15000,20000,45,Long-Range Naval Cluster Artillery Cannon | Cluster Munitions | Long-Range Naval Cluster Artillery Cannon,img/bar/legnavyartyship.png
bar-legctl,bar,legctl,Euryale,Coastal Torpedo Launcher,legion,other,Coastal Torpedo Launcher,1,t1_sub,Coastal Torpedo Launcher,2200,240,2200,5900,,Homing Torpedo Launcher,img/bar/legctl.png
bar-armpw,bar,armpw,Pawn,Fast Infantry Bot,arm,land,Fast Infantry Bot,1,t1_light_bot,Fast Infantry Bot,370,54,900,1650,87,Rapid-fire close-quarters g2g plasma guns,img/bar/armpw.png
bar-legrampart,bar,legrampart,Rampart,"Geothermal Antinuke, Jammer, Radar and Drone Platform",legion,structure,"Geothermal Antinuke, Jammer, Radar and Drone Platform",2,other,"Geothermal Antinuke, Jammer, Radar and Drone Platform",8600,2600,38000,36000,,HeavyCannon | ICBM intercepting missile launcher,img/bar/legrampart.png
bar-armvp,bar,armvp,Vehicle Plant,Produces Tech 1 Vehicles,arm,structure,Produces Tech 1 Vehicles,1,t1_factory_land,Produces Tech 1 Vehicles,3000,590,1550,5700,,,img/bar/armvp.png
bar-legrad,bar,legrad,Radar Tower,Early Warning System,legion,other,Early Warning System,1,t1_radar,Early Warning System,90,60,630,1140,,,img/bar/legrad.png
bar-armrl,bar,armrl,Nettle,Light Anti-air Tower,arm,structure,Light Anti-air Tower,1,t1_aa_turret,Light Anti-air Tower,330,80,900,1800,,Light g2a missile launcher,img/bar/armrl.png
bar-legstr,bar,legstr,Hoplite,Fast Raider Bot,legion,land,Fast Raider Bot,2,experimental,Fast Raider Bot,1780,355,5250,9240,84.0,Twin Rapid-fire Machine Guns,img/bar/legstr.png
bar-armatl,bar,armatl,Moray,Advanced Torpedo Launcher,arm,structure,Advanced Torpedo Launcher,2,other,Advanced Torpedo Launcher,2800,1000,8500,9260,,Heavy long-range homing torpedo launcher,img/bar/armatl.png
bar-corgarp,bar,corgarp,Garpike,Light Amphibious Tank,core,land,Light Amphibious Tank,1,t1_tank,Light Amphibious Tank,1420,220,2600,3100,58.5,PincerCannon,img/bar/corgarp.png
bar-corhp,bar,corhp,Hovercraft Platform,Builds Hovercraft,core,structure,Builds Hovercraft,1,t1_factory_land,Builds Hovercraft,3750,670,2000,8700,,,img/bar/corhp.png
bar-armantiship,bar,armantiship,Haven,"Mobile Anti-Nuke, Generator, and Radar/Sonar",arm,navy,"Mobile Anti-Nuke, Generator, and Radar/Sonar",2,antinuke,"Mobile Anti-Nuke, Generator, and Radar/Sonar",5000,1400,12000,27000,63,ICBM intercepting missile launcher,img/bar/armantiship.png
bar-legspcon,bar,legspcon,Construction Seaplane,Tech 1 Constructor,legion,other,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,405,150,7800,12000,192,,img/bar/legspcon.png
bar-armkraken,bar,armkraken,Gorgon,Floating Rapid-fire Plasma Tower,arm,structure,Floating Rapid-fire Plasma Tower,2,other,Floating Rapid-fire Plasma Tower,4450,1000,13000,20000,,Rapid-fire gauss cannon,img/bar/armkraken.png
bar-cornanotcplat,bar,cornanotcplat,Naval Construction Turret,Assist & Repair in large radius,core,structure,Assist & Repair in large radius,1,other,Assist & Repair in large radius,560,230,3200,5300,,,img/bar/cornanotcplat.png
bar-leginf,bar,leginf,Inferno,Long-Range Burst-Fire Napalm Artillery Vehicle,legion,land,Long-Range Burst-Fire Napalm Artillery Vehicle,2,t1_arty,Long-Range Burst-Fire Napalm Artillery Vehicle,3650,1700,30000,42900,37.5,Heavy Burst-Fire Napalm Artillery Tri-Cannons,img/bar/leginf.png
bar-leglraa,bar,leglraa,Xyston,Long-Range Anti-Air Rail Accelerator,legion,other,Long-Range Anti-Air Rail Accelerator,2,t2_flak,Long-Range Anti-Air Rail Accelerator,1670,1600,36000,28000,,Heavy Anti-Air Railgun | Long-range heavy g2a missile launcher,img/bar/leglraa.png
bar-cordecom,bar,cordecom,Commander,Decoy Commander,core,commander,Decoy Commander,2,commander,Decoy Commander,3700,750,13000,33000,37.5,Disintegrator | J7Laser | J7NSLaser,img/bar/cordecom.png
bar-armrectr,bar,armrectr,Lazarus,Stealthy Rez / Repair / Reclaim Bot,arm,land,Stealthy Rez / Repair / Reclaim Bot,1,other,Stealthy Rez / Repair / Reclaim Bot,220,130,1400,2800,78,,img/bar/armrectr.png
bar-armtarg,bar,armtarg,Pinpointer,"Enhanced Radar Targeting, more facilities enhance accuracy",arm,structure,"Enhanced Radar Targeting, more facilities enhance accuracy",2,t1_radar,"Enhanced Radar Targeting, more facilities enhance accuracy",2100,810,7200,8700,,,img/bar/armtarg.png
bar-cordrag,bar,cordrag,Dragon's Teeth,Fortification,core,structure,Fortification,1,wall,Fortification,2800,8,0,255,,,img/bar/cordrag.png
bar-leganavyheavysub,bar,leganavyheavysub,Sphyrna,Long-Range Battle Submarine,legion,other,Long-Range Battle Submarine,2,t1_sub,Long-Range Battle Submarine,3900,1900,29000,34370,39,Long-Range Heavy Torpedo,img/bar/leganavyheavysub.png
bar-legalab,bar,legalab,Legion Advanced Bot Lab,Advanced Bot Lab,legion,other,Advanced Bot Lab,2,t2_factory_land,Advanced Bot Lab,4500,2600,16000,25200,,,img/bar/legalab.png
bar-legelrpcmech,bar,legelrpcmech,Astraeus,Long-Range Cluster Plasma Siege Mech,legion,other,Long-Range Cluster Plasma Siege Mech,3,experimental,Long-Range Cluster Plasma Siege Mech,17000,11000,150000,178000,25,Long-Range g2g Heavy Cluster Plasma Cannon | Plasma Burst,img/bar/legelrpcmech.png
bar-corwolv,bar,corwolv,Wolverine,Light Mobile Artillery,core,land,Light Mobile Artillery,1,t1_arty,Light Mobile Artillery,750,170,2500,3550,48,LightArtillery,img/bar/corwolv.png
bar-armplat,bar,armplat,Seaplane Platform,Builds Seaplanes,arm,structure,Builds Seaplanes,1,t1_factory_air,Builds Seaplanes,2000,1450,5000,12000,,,img/bar/armplat.png
bar-legbal,bar,legbal,Ballista,Medium Rocket Bot,legion,land,Medium Rocket Bot,1,t1_arty,Medium Rocket Bot,900,160,1920,2400,43.5,Rockets,img/bar/legbal.png
bar-armblade,bar,armblade,Hornet,Rapid Assault Gunship,arm,air,Rapid Assault Gunship,2,t2_gunship,Rapid Assault Gunship,3000,1250,22000,32000,204,Heavy a2g armor-piercing sabot missile launcher,img/bar/armblade.png
bar-armeyes,bar,armeyes,Beholder,Perimeter Camera,arm,structure,Perimeter Camera,1,other,Perimeter Camera,280,32,850,750,,,img/bar/armeyes.png
bar-corak,bar,corak,Grunt,Fast Infantry Bot,core,land,Fast Infantry Bot,1,t1_light_bot,Fast Infantry Bot,280,42,820,1250,81,Laser,img/bar/corak.png
bar-corsub,bar,corsub,Orca,Submarine,core,navy,Submarine,1,t1_sub,Submarine,1060,580,4000,7200,57,Light torpedo launcher,img/bar/corsub.png
bar-cormart,bar,cormart,Quaker,Mobile Artillery,core,land,Mobile Artillery,2,t3_arty,Mobile Artillery,1200,400,4400,9000,58,PlasmaCannon,img/bar/cormart.png
bar-leglts,bar,leglts,Aeolus,Light Air Transport,legion,other,Light Air Transport,1,other,Light Air Transport,265,68,1300,3850,207,,img/bar/leglts.png
bar-coresupp,bar,coresupp,Supporter,Light Gun Boat,core,navy,Light Gun Boat,1,other,Light Gun Boat,480,100,1000,1400,109.8,LightLaser,img/bar/coresupp.png
bar-corexp,bar,corexp,Exploiter,Armed Metal Extractor,core,structure,Armed Metal Extractor,1,t1_mex,Armed Metal Extractor,1440,240,1900,2900,,Light close-quarters g2g laser turret,img/bar/corexp.png
bar-legamph,bar,legamph,Telchine,Advanced Amphibious Assault Bot/Coast Guard,legion,other,Advanced Amphibious Assault Bot/Coast Guard,2,other,Advanced Amphibious Assault Bot/Coast Guard,2750,600,13200,16980,48,Heavy g2g Cleansing Heat Ray | Depthcharge launcher,img/bar/legamph.png
bar-armsilo,bar,armsilo,Armageddon,Nuclear ICBM Launcher,arm,structure,Nuclear ICBM Launcher,2,nuke,Nuclear ICBM Launcher,5900,8100,90000,178500,,Nuclear Launch | Intercontinental ballistic nuclear warhead,img/bar/armsilo.png
bar-legamphlab,bar,legamphlab,Amphibious Complex,Produces Amphibious / Underwater Units,legion,other,Produces Amphibious / Underwater Units,1,t1_factory_land,Produces Amphibious / Underwater Units,2800,1200,5600,11400,,,img/bar/legamphlab.png
bar-armfast,bar,armfast,Sprinter,Fast Raider Bot,arm,land,Fast Raider Bot,2,t2_tank,Fast Raider Bot,690,160,3800,5000,111.3,Rapid-firing close-quarters g2g plasma guns,img/bar/armfast.png
bar-legnavyscout,bar,legnavyscout,Hippocampus,Light Assault Corvette,legion,navy,Light Assault Corvette,1,t1_frigate,Light Assault Corvette,700,120,1600,1800,97,Twin Rapid-fire Machine Guns,img/bar/legnavyscout.png
bar-armepoch,bar,armepoch,Epoch,Flagship,arm,navy,Flagship,2,t3_battleship,Flagship,50000,20000,190000,290000,53.85,Secondary rapid-fire heavy plasma cannon | Heavy g2a flak cannon | Primary rapid-fire heavy long-range plasma cannon | Pop-up rapid-fire g2a missile launcher,img/bar/armepoch.png
bar-armuwes,bar,armuwes,Naval Energy Storage,Increases Energy Storage (6000),arm,structure,Increases Energy Storage (6000),1,t1_energy,Increases Energy Storage (6000),1890,170,1700,4110,,,img/bar/armuwes.png
bar-corfrt,bar,corfrt,Slingshot,Floating Anti-air Tower,core,structure,Floating Anti-air Tower,1,t1_aa_turret,Floating Anti-air Tower,395,90,1000,2200,,Light g2a missile launcher,img/bar/corfrt.png
bar-legstarfall,bar,legstarfall,Starfall,Very Long Range 63-Salvo Plasma Cannon (360K Energy Per Burst),legion,other,Very Long Range 63-Salvo Plasma Cannon (360K Energy Per Burst),2,other,Very Long Range 63-Salvo Plasma Cannon (360K Energy Per Burst),26000,63000,720000,1400000,,Very Long-Range High-Trajectory 63-Salvo Plasma Launcher | Plasma Volley Energy Charger (supplies energy to Starfall cannon),img/bar/legstarfall.png
bar-armroy,bar,armroy,Corsair,Destroyer,arm,navy,Destroyer,1,t2_destroyer,Destroyer,3700,880,6600,10200,67.2,Depthcharge launcher | Heavy long-range plasma cannon,img/bar/armroy.png
bar-coracsub,bar,coracsub,Advanced Construction Sub,Tech 2 Constructor,core,navy,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,1110,700,9000,23000,64.8,,img/bar/coracsub.png
bar-corcrus,bar,corcrus,Buccaneer,Cruiser,core,navy,Cruiser,2,t2_cruiser,Cruiser,6200,1000,12000,23000,54,Medium depthcharge launcher | L2DeckLaser | HighEnergyLaser,img/bar/corcrus.png
bar-armliche,bar,armliche,Liche,Atomic Bomber,arm,air,Atomic Bomber,2,t2_bomber,Atomic Bomber,2300,2200,46000,73000,294.89999,Tactical nuclear a2g homing missile | Tactical nuclear homing missile,img/bar/armliche.png
bar-legadvshipyard,bar,legadvshipyard,Advanced Shipyard,Produces Tech 2 Legion Ships,legion,other,Produces Tech 2 Legion Ships,2,t2_factory_naval,Produces Tech 2 Legion Ships,5900,2800,10000,23550,,,img/bar/legadvshipyard.png
bar-corshark,bar,corshark,Predator,Fast Assault Submarine,core,navy,Fast Assault Submarine,2,t1_sub,Fast Assault Submarine,1610,730,14000,23000,84,Rapid armor-piercing torpedoes,img/bar/corshark.png
bar-legmed,bar,legmed,Medusa,Heavy Long-Range Salvo Rocket Tank,legion,other,Heavy Long-Range Salvo Rocket Tank,2,t2_mml,Heavy Long-Range Salvo Rocket Tank,3000,1500,22500,30370,39.0,Hexaburst Homing Siege Rockets | Targeting System,img/bar/legmed.png
bar-corsd,bar,corsd,Nemesis,Intrusion Countermeasure System,core,structure,Intrusion Countermeasure System,2,other,Intrusion Countermeasure System,2800,750,6700,12000,,,img/bar/corsd.png
bar-corvoyr,bar,corvoyr,Augur,Radar Bot,core,land,Radar Bot,2,t1_radar,Radar Bot,390,99,1350,5000,45,,img/bar/corvoyr.png
bar-leganavaleconv,bar,leganavaleconv,Naval Advanced Energy Converter,Converts 600 energy into 10.3 metal per sec,legion,other,Converts 600 energy into 10.3 metal per sec,2,other,Converts 600 energy into 10.3 metal per sec,560,370,21000,31300,,,img/bar/leganavaleconv.png
bar-coruwmmm,bar,coruwmmm,Naval Advanced Energy Converter,Converts 600 energy into 10.3 metal per sec,core,structure,Converts 600 energy into 10.3 metal per sec,2,t1_fab,Converts 600 energy into 10.3 metal per sec,560,370,21000,31300,,,img/bar/coruwmmm.png
bar-legamstor,bar,legamstor,Hardened Metal Storage,Increases Metal Storage (10000),legion,structure,Increases Metal Storage (10000),2,other,Increases Metal Storage (10000),11200,760,11000,20500,,,img/bar/legamstor.png
bar-armserp,bar,armserp,Serpent,Long-Range Battle Submarine,arm,navy,Long-Range Battle Submarine,2,t1_sub,Long-Range Battle Submarine,3550,1800,27000,32000,45,Heavy guided torpedo launcher,img/bar/armserp.png
bar-cormakr,bar,cormakr,Energy Converter,Converts 70 energy into 1 metal per sec,core,structure,Converts 70 energy into 1 metal per sec,1,t1_fab,Converts 70 energy into 1 metal per sec,167,1,1250,2680,,,img/bar/cormakr.png
bar-corjugg,bar,corjugg,Behemoth,(barely) Mobile Heavy Turret,core,land,(barely) Mobile Heavy Turret,3,experimental,(barely) Mobile Heavy Turret,335000,20000,513000,780000,16.5,LightLaser | GaussCannon | JuggStep | LightLaser,img/bar/corjugg.png
bar-armageo,bar,armageo,Advanced Geothermal Powerplant,Produces 1250 Energy (Hazardous),arm,structure,Produces 1250 Energy (Hazardous),2,t2_energy,Produces 1250 Energy (Hazardous),3600,1600,27000,50000,,,img/bar/armageo.png
bar-corfatf,bar,corfatf,Naval Pinpointer,Enhanced Radar Targeting,core,structure,Enhanced Radar Targeting,2,t1_radar,Enhanced Radar Targeting,1530,800,7500,10300,,,img/bar/corfatf.png
bar-coruwmme,bar,coruwmme,Naval Advanced Metal Extractor,Advanced Metal Extractor / Storage,core,structure,Advanced Metal Extractor / Storage,2,t2_mex,Advanced Metal Extractor / Storage,3900,640,8100,14100,,,img/bar/coruwmme.png
bar-corestor,bar,corestor,Energy Storage,Increases Energy Storage (6000),core,structure,Increases Energy Storage (6000),1,t1_energy,Increases Energy Storage (6000),2000,175,1800,4260,,,img/bar/corestor.png
bar-corenaa,bar,corenaa,Naval Birdshot,Anti-Air Flak Gun - Naval Series,core,structure,Anti-Air Flak Gun - Naval Series,2,t2_flak,Anti-Air Flak Gun - Naval Series,2000,890,25000,23100,,Heavy g2a flak cannon,img/bar/corenaa.png
bar-armdl,bar,armdl,Anemone,Coastal Torpedo Launcher,arm,structure,Coastal Torpedo Launcher,1,other,Coastal Torpedo Launcher,2200,240,2200,6000,,Depthcharge launcher,img/bar/armdl.png
bar-corplat,bar,corplat,Seaplane Platform,Builds Seaplanes,core,structure,Builds Seaplanes,1,t1_factory_air,Builds Seaplanes,2200,1400,5500,11800,,,img/bar/corplat.png
bar-leganavybattlesub,bar,leganavybattlesub,Architeuthis,Fast Assault Submarine,legion,other,Fast Assault Submarine,2,t1_sub,Fast Assault Submarine,2350,1100,16000,25000,72,Packhound Torpedo System,img/bar/leganavybattlesub.png
bar-coramph,bar,coramph,Duck,Amphibious Bot,core,land,Amphibious Bot,2,t2_amphib,Amphibious Bot,2350,330,9500,12500,55.5,HighEnergyLaser | Torpedo,img/bar/coramph.png
bar-corhunt,bar,corhunt,Watcher,Advanced Radar / Sonar Plane,core,air,Advanced Radar / Sonar Plane,1,t1_radar,Advanced Radar / Sonar Plane,730,130,6900,11500,324.29999,,img/bar/corhunt.png
bar-armmmkr,bar,armmmkr,Advanced Energy Converter,Converts 600 energy into 10.3 metal per sec,arm,structure,Converts 600 energy into 10.3 metal per sec,2,t2_fab,Converts 600 energy into 10.3 metal per sec,445,380,21000,35000,,,img/bar/armmmkr.png
bar-legajam,bar,legajam,Erebus,Long-Range Jamming Tower,legion,other,Long-Range Jamming Tower,2,other,Long-Range Jamming Tower,830,125,19000,9100,,,img/bar/legajam.png
bar-legspcarrier,bar,legspcarrier,Hecatoncheir,Airborne Drone Carrier,legion,air,Airborne Drone Carrier,2,other,Airborne Drone Carrier,1500,250,5000,9250,93.0,Advanced g2a Salvo Missile Launcher | Drone Targeting System,img/bar/legspcarrier.png
bar-armmerl,bar,armmerl,Ambassador,Stealthy Rocket Launcher - good vs. static defense,arm,land,Stealthy Rocket Launcher - good vs. static defense,2,t2_mml,Stealthy Rocket Launcher - good vs. static defense,1220,920,6500,21000,33,Heavy long-range g2g high-trajectory starburst rocket launcher,img/bar/armmerl.png
bar-armfatf,bar,armfatf,Naval Pinpointer,Enhanced Radar Targeting,arm,structure,Enhanced Radar Targeting,2,t1_radar,Enhanced Radar Targeting,1610,800,7300,9880,,,img/bar/armfatf.png
bar-legsrail,bar,legsrail,Arquebus,All-Terrain Heavy Railgun,legion,land,All-Terrain Heavy Railgun,2,experimental,All-Terrain Heavy Railgun,2200,800,16000,20800,42.0,Railgun,img/bar/legsrail.png
bar-cormlv,bar,cormlv,Trapper,Stealthy Minelayer / Minesweeper,core,land,Stealthy Minelayer / Minesweeper,1,other,Stealthy Minelayer / Minesweeper,450,65,1300,3640,69,Seismic charge,img/bar/cormlv.png
bar-leghrk,bar,leghrk,Thanatos,Salvo Rocket Bot,legion,land,Salvo Rocket Bot,2,t2_mml,Salvo Rocket Bot,1200,750,9000,12600,45,CatapultRockets,img/bar/leghrk.png
bar-leginfestor,bar,leginfestor,Infestor,Infesting All-Terrain Spider Assault Bot,legion,land,Infesting All-Terrain Spider Assault Bot,2,t2_tank,Infesting All-Terrain Spider Assault Bot,1200,250,5200,4310,54.0,Close-Quarters Light Heat Ray,img/bar/leginfestor.png
bar-armaca,bar,armaca,Advanced Construction Aircraft,Tech 2 Constructor,arm,air,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,200,340,12000,22000,192,,img/bar/armaca.png
bar-legcv,bar,legcv,Legion Construction Vehicle,Tech 1 Constructor,legion,land,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,1330,125,2100,3900,57.0,,img/bar/legcv.png
bar-armsjam,bar,armsjam,Bermuda,Radar Jammer Ship,arm,navy,Radar Jammer Ship,2,other,Radar Jammer Ship,1350,310,5000,20000,45,,img/bar/armsjam.png
bar-legerailtank,bar,legerailtank,Daedalus,Experimental Rail Accelerator Tank,legion,other,Experimental Rail Accelerator Tank,3,experimental,Experimental Rail Accelerator Tank,,,,125000,61.0,Siege Rail Accelerator,img/bar/legerailtank.png
bar-cormmkr,bar,cormmkr,Advanced Energy Converter,Converts 600 energy into 10.3 metal per sec,core,structure,Converts 600 energy into 10.3 metal per sec,2,t2_fab,Converts 600 energy into 10.3 metal per sec,560,370,21000,31300,,,img/bar/cormmkr.png
bar-leggat,bar,leggat,Decurion,Armored Assault Tank,legion,land,Armored Assault Tank,1,t1_tank,Armored Assault Tank,2550,300,3000,4800,45.0,Rapid-fire Machine Gun,img/bar/leggat.png
bar-legeconv,bar,legeconv,Energy Converter,Converts 70 Energy into 1 Metal Per Second,legion,structure,Converts 70 Energy into 1 Metal Per Second,1,t1_fab,Converts 70 Energy into 1 Metal Per Second,167,1,1150,2600,,,img/bar/legeconv.png
bar-legspradarsonarplane,bar,legspradarsonarplane,Okeanos,Radar/Sonar Seaplane,legion,air,Radar/Sonar Seaplane,1,t1_radar,Radar/Sonar Seaplane,580,125,7000,10680,338.10001,,img/bar/legspradarsonarplane.png
bar-armsolar,bar,armsolar,Solar Collector,Produces 20 Energy,arm,structure,Produces 20 Energy,1,t1_energy,Produces 20 Energy,340,155,0,2600,,,img/bar/armsolar.png
bar-corrad,bar,corrad,Radar Tower,Early Warning System,core,structure,Early Warning System,1,t1_radar,Early Warning System,90,60,630,1140,,,img/bar/corrad.png
